experiment,sample_size,p_value
1082,960,0.07531215721986696
1083,35,0.5549131888548863
1083,60,0.6205884235183985
1083,110,0.2742223538020794
1083,260,0.2565079658432318
1083,960,0.6365431278315656
1084,35,0.40332976351509797
1084,60,0.9338031515278189
1084,110,0.9776774921345122
1084,260,0.8967054938370486
1084,960,0.33438033212977103
1085,35,0.8368160889318715
1085,60,0.9058072218218488
1085,110,0.8145630619509069
1085,260,0.5662750383848604
1085,960,0.7401588547716712
1086,35,0.2962952064238576
1086,60,0.497227702652005
1086,110,0.47857053097473345
1086,260,0.39167695607052366
1086,960,0.4504805369867545
1087,35,0.5643563045987843
1087,60,0.23321369417290544
1087,110,0.3374169580618045
1087,260,0.15389843390600633
1087,960,0.31406678337422006
1088,35,0.5275429717958184
1088,60,0.7895112610418844
1088,110,0.9768171931932499
1088,260,0.7493490246119583
1088,960,0.5403648022478428
1089,35,0.5342106410389904
1089,60,0.7495706620022432
1089,110,0.40381823261542504
1089,260,0.6569392637170731
1089,960,0.7023206537123778
1090,35,0.8089126887725054
1090,60,0.8713149338032831
1090,110,0.7154772580070521
1090,260,0.6181173673701381
1090,960,0.900994823141832
1091,35,0.9652080654491667
1091,60,0.9978012920270486
1091,110,0.9547283579265696
1091,260,0.9975046403641193
1091,960,0.9917573293575699
1092,35,0.36618504339947067
1092,60,0.794779556292959
1092,110,0.33610182326921656
1092,260,0.6310515750029266
1092,960,0.5671175314488729
1093,35,0.7381249017095002
1093,60,0.7947870150759433
1093,110,0.8975574312554643
1093,260,0.7540676256657401
1093,960,0.10130539664833177
1094,35,0.9675969480117307
1094,60,0.8943229315567532
1094,110,0.8998318730752346
1094,260,0.8767942548349814
1094,960,0.9434656351173649
1095,35,0.7193759052455507
1095,60,0.9053670898308621
1095,110,0.9068178985378671
1095,260,0.537567015185688
1095,960,0.4560584756920901
1096,35,0.18845529625946444
1096,60,0.020655895660777416
1096,110,0.03463926240321594
1096,260,0.027611834557172518
1096,960,0.13448985213900413
1097,35,0.3629253980070457
1097,60,0.8224389267349752
1097,110,0.45868996344503854
1097,260,0.685173312936516
1097,960,0.46093903836951033
1098,35,0.6669108402775813
1098,60,0.8926678468778227
1098,110,0.8997758236818048
1098,260,0.39832801472063206
1098,960,0.5501144020778426
1099,35,0.8546524922812626
1099,60,0.9495158297430888
1099,110,0.9909329306199166
1099,260,0.9989358070788914
1099,960,0.991953181316918
1100,35,0.5071656431282597
1100,60,0.895009105568987
1100,110,0.7980449144912332
1100,260,0.9580307702152054
1100,960,0.7430275363798754
1101,35,0.9847656766841424
1101,60,0.975458855243728
1101,110,0.9595591402858022
1101,260,0.6114839683894376
1101,960,0.8721489133266156
1102,35,0.6177557190732731
1102,60,0.7481623400761286
1102,110,0.591906850355807
1102,260,0.9479538461089826
1102,960,0.7446579081656302
1103,35,0.10958627551132276
1103,60,0.03255471628027844
1103,110,0.07406879738794589
1103,260,0.03596330155898414
1103,960,0.5068820068805341
1104,35,0.20143236839696427
1104,60,0.35771307983846856
1104,110,0.38734697458997047
1104,260,0.36084593554020095
1104,960,0.17662971402865185
1105,35,0.51576770608582
1105,60,0.689863027790489
1105,110,0.16823136479813178
1105,260,0.34801505255574694
1105,960,0.8125077745987994
1106,35,0.8782028742639805
1106,60,0.5957945934748698
1106,110,0.5666969755578358
1106,260,0.24977418584381134
1106,960,0.19321413814891208
1107,35,0.6623572182676282
1107,60,0.8011278288834215
1107,110,0.3359752758796407
1107,260,0.06845921462070036
1107,960,0.3178349007789407
1108,35,0.028445657740485127
1108,60,0.002912308157923284
1108,110,0.0068308302959589
1108,260,4.1169190164131277e-4
1108,960,0.460264064326681
1109,35,0.3800859038536098
1109,60,0.4334229194442993
1109,110,0.6364301613513081
1109,260,0.7193833570452308
1109,960,0.4980775540522485
1110,35,0.0033028081819135445
1110,60,0.10287248253267968
1110,110,0.1765877863627196
1110,260,0.02803845467572177
1110,960,0.052828415752958977
1111,35,0.7457220536813387
1111,60,0.7143919469432508
1111,110,0.3263134019597569
1111,260,0.27830839685835684
1111,960,0.1372444159014698
1112,35,0.34218559204922105
1112,60,0.4665085481254308
1112,110,0.5053266991561121
1112,260,0.6659014308210882
1112,960,0.9989993900168859
1113,35,0.6176714441935865
1113,60,0.7631972913938053
1113,110,0.6809707242880365
1113,260,0.865028077942521
1113,960,0.4997603706539822
1114,35,0.2927803414525287
1114,60,0.18737992275767068
1114,110,0.06282522499827163
1114,260,0.5579124888128297
1114,960,0.0019400334138337646
1115,35,0.43111489608283526
1115,60,0.7296745781030288
1115,110,0.4912681698098156
1115,260,0.26177458923221175
1115,960,0.3516044924962718
1116,35,0.8063514075670382
1116,60,0.7771452314050302
1116,110,0.9454911685956233
1116,260,0.9237386894838664
1116,960,0.8709420429117609
1117,35,0.5682785704586097
1117,60,0.2918681688314859
1117,110,0.5649522951204358
1117,260,0.8409037392899114
1117,960,0.703079770479522
1118,35,0.9760330723010883
1118,60,0.9622346767939899
1118,110,0.9875368802234492
1118,260,0.9086295257574726
1118,960,0.7497417528432864
1119,35,0.17763440203567843
1119,60,0.1602439841714279
1119,110,0.0388502624783365
1119,260,0.221612175711342
1119,960,0.8901040223168128
1120,35,0.4032435346063076
1120,60,0.9653067431923424
1120,110,0.7754920002392781
1120,260,0.4538352068512042
1120,960,0.4496878098305642
1121,35,0.9124250330118173
1121,60,0.4662744566877675
1121,110,0.04805391267395758
1121,260,0.045073303084940466
1121,960,0.4927951754257651
1122,35,0.6906553665767332
1122,60,0.8567529316279874
1122,110,0.8187763647150108
1122,260,0.18475581562672738
1122,960,0.08685841290204752
1123,35,0.3745117999217294
1123,60,0.10623486169177504
1123,110,0.1367630643313601
1123,260,0.3081970694187458
1123,960,0.4925514689296689
1124,35,0.5661092723633545
1124,60,0.4486785946601213
1124,110,0.8140146811027963
1124,260,0.25192300199349893
1124,960,0.3828611260086955
1125,35,0.8060148535956579
1125,60,0.7881018424953035
1125,110,0.34107992649393026
1125,260,0.44232719973285084
1125,960,0.4249728426697418
1126,35,0.366562492605651
1126,60,0.6165907529726136
1126,110,0.17525963653903487
1126,260,0.15765547278064795
1126,960,0.07773443863508767
1127,35,0.13867343964350118
1127,60,0.07386631861640022
1127,110,0.13816012402234298
1127,260,0.624189009500036
1127,960,0.3823178414810839
1128,35,0.6996638012641939
1128,60,0.6948889859517023
1128,110,0.8846926444083529
1128,260,0.7129756196193546
1128,960,0.8089818504630167
1129,35,0.274137972120716
1129,60,0.459842515952154
1129,110,0.28749443971179856
1129,260,0.12543701804726023
1129,960,0.1880118715799362
1130,35,0.9563188154140875
1130,60,0.7961942734006782
1130,110,0.9869227938252032
1130,260,0.9154082160193933
1130,960,0.9880065050243994
1131,35,0.9301622350126171
1131,60,0.8588236028352768
1131,110,0.6117463217918726
1131,260,0.8847779511633629
1131,960,0.7431119859200543
1132,35,0.38385877642366817
1132,60,0.37313844654798095
1132,110,0.11284225197037723
1132,260,0.31857467442829757
1132,960,0.06515871275419638
1133,35,0.2283226703802655
1133,60,0.22172121236141062
1133,110,0.8732593343062082
1133,260,0.7948293063356231
1133,960,0.9662611663045231
1134,35,0.28858685467803535
1134,60,0.21161023881220875
1134,110,0.647530872547648
1134,260,0.15202030986526782
1134,960,0.03273989281634051
1135,35,0.761808465602487
1135,60,0.7214329453584543
1135,110,0.7400840791786203
1135,260,0.4764796803282184
1135,960,0.1656167307021556
1136,35,0.42029505501308173
1136,60,0.08768799236680846
1136,110,0.034415856176863546
1136,260,0.03507649961935976
1136,960,0.0024396204648600003
1137,35,0.6848273139052075
1137,60,0.8061321260659573
1137,110,0.9017020132298554
1137,260,0.3998095278388159
1137,960,0.4194864312926272
1138,35,0.2705017076941385
1138,60,0.2296956739313073
1138,110,0.29023622329733467
1138,260,0.10262799380008686
1138,960,0.3717752324535516
1139,35,0.8920327649944354
1139,60,0.7534833502516934
1139,110,0.9467297636564724
1139,260,0.6786634960865492
1139,960,0.39127353193723236
1140,35,0.4358141822361556
1140,60,0.800774248554839
1140,110,0.8704829758230058
1140,260,0.4965915480265114
1140,960,0.5979794910723685
1141,35,0.37498417722697197
1141,60,0.7029283878708568
1141,110,0.7580896459725226
1141,260,0.799526133405132
1141,960,0.874277761121159
1142,35,0.4714744783460161
1142,60,0.35858648960574624
1142,110,0.12481272645429017
1142,260,0.4824637656828596
1142,960,0.158637933492389
1143,35,0.7828774841637423
1143,60,0.7770497428310542
1143,110,0.824495811875873
1143,260,0.6750644985407872
1143,960,0.9842112038904522
1144,35,0.4308735930550348
1144,60,0.383898626357434
1144,110,0.2493647832585374
1144,260,0.3452523534682294
1144,960,0.5440808708707455
1145,35,0.7060220932966307
1145,60,0.5044615057963919
1145,110,0.3209606331424178
1145,260,0.31672066627179796
1145,960,0.09930509318101029
1146,35,0.3471091848252979
1146,60,0.81360342694597
1146,110,0.4001817690177103
1146,260,0.24632685000647486
1146,960,0.08637618207792241
1147,35,0.62734895814899
1147,60,0.817783988833195
1147,110,0.8742612721398497
1147,260,0.7729715623108991
1147,960,0.5650293460156888
1148,35,0.7093434714173746
1148,60,0.7405480303267613
1148,110,0.3412577583767864
1148,260,0.6354550710322194
1148,960,0.3342427797509654
1149,35,0.7968898117150255
1149,60,0.7088204279706446
1149,110,0.23318961564673424
1149,260,0.10967784271236533
1149,960,0.5922356586569604
1150,35,0.9988781232439476
1150,60,0.9973754914577764
1150,110,0.982508973017002
1150,260,0.9819847104519841
1150,960,0.6666850387192633
1151,35,0.16785995542857168
1151,60,0.38206523376763674
1151,110,0.3132937830778703
1151,260,0.4754351690698211
1151,960,0.9321677609759436
1152,35,0.43696609133954856
1152,60,0.35762554418935805
1152,110,0.40692171214612693
1152,260,0.418250124197514
1152,960,0.45233370588262267
1153,35,0.40246667198952757
1153,60,0.0809581173500969
1153,110,0.10166470596290583
1153,260,0.5982444844407586
1153,960,0.5047805317239693
1154,35,0.7468101702349936
1154,60,0.8372251711566413
1154,110,0.8772156071842561
1154,260,0.147768604617177
1154,960,0.21258923065311935
1155,35,0.3187341265960748
1155,60,0.2745704647562887
1155,110,0.8724998503755967
1155,260,0.8305964730371582
1155,960,0.34328158548611387
1156,35,0.8361969622074217
1156,60,0.37987766252646044
1156,110,0.3363226067333445
1156,260,0.26814446950265225
1156,960,0.9477667158326822
1157,35,0.8611814391233761
1157,60,0.5291634891865578
1157,110,0.2961123172622838
1157,260,0.05531078505934664
1157,960,0.022925445474309473
1158,35,0.9516071997886345
1158,60,0.9413201350496987
1158,110,0.8286680091525582
1158,260,0.9198491795357027
1158,960,0.9640459023185443
1159,35,0.45998122223041804
1159,60,0.8805695436902264
1159,110,0.7293817223717252
1159,260,0.3306110916863495
1159,960,0.558797695745288
1160,35,0.908469225560956
1160,60,0.860380679228736
1160,110,0.4293358057836315
1160,260,0.37832481335973167
1160,960,0.8640756707784081
1161,35,0.28041384939997016
1161,60,0.19794932613778254
1161,110,0.3742836699404396
1161,260,0.6442038680645721
1161,960,0.5452558603763336
1162,35,0.937795790725211
1162,60,0.9691112722252658
1162,110,0.7914500637253189
1162,260,0.6337687232500184
1162,960,0.03234786776867591
1163,35,0.6758679754891259
1163,60,0.35507945575070454
1163,110,0.9121521370964245
1163,260,0.8234155002645576
1163,960,0.2944413663519407
1164,35,0.5053640910511827
1164,60,0.6399666878746502
1164,110,0.3240002593827127
1164,260,0.5337215085412131
1164,960,0.8964120593987794
1165,35,0.7721846435234927
1165,60,0.9932405855276526
1165,110,0.9989655244676858
1165,260,0.8905982518815934
1165,960,0.49170789237104706
1166,35,0.30454422635815925
1166,60,0.7563111977748683
1166,110,0.948266330015193
1166,260,0.899105197389954
1166,960,0.7275185659819068
1167,35,0.9132352609974805
1167,60,0.5780668921140817
1167,110,0.4947852560098529
1167,260,0.24837510705764193
1167,960,0.1570923775650671
1168,35,0.46264226928035457
1168,60,0.271737867591215
1168,110,0.5337246638251788
1168,260,0.5751582733290359
1168,960,0.4359126415408423
1169,35,0.6105248591874638
1169,60,0.49080983320405547
1169,110,0.46206408954263567
1169,260,0.09456667629309463
1169,960,0.21654552081612827
1170,35,0.9377432276674307
1170,60,0.9254086619634923
1170,110,0.7428413940749314
1170,260,0.7463375788949753
1170,960,0.19178747538649066
1171,35,0.30248682282868744
1171,60,0.035286899719298444
1171,110,0.1020294765257945
1171,260,0.3227946270608998
1171,960,0.38254605112108425
1172,35,0.8670314640165135
1172,60,0.6499283290211153
1172,110,0.6281851236111491
1172,260,0.13665364453678663
1172,960,0.8231172375619296
1173,35,0.4504282494402856
1173,60,0.8717108633631816
1173,110,0.8823556363730805
1173,260,0.9125449645337258
1173,960,0.9346010855951052
1174,35,0.5775084063737215
1174,60,0.2541085276946238
1174,110,0.4494854588373324
1174,260,0.7210213786420608
1174,960,0.41726410537761505
1175,35,0.6759841540821305
1175,60,0.642890396450972
1175,110,0.7210559789798887
1175,260,0.5640166412172745
1175,960,0.9815988109128264
1176,35,0.5471922698716176
1176,60,0.8659088258516
1176,110,0.7495988223380915
1176,260,0.5148750874337343
1176,960,0.39780348306521357
1177,35,0.18383233689958461
1177,60,0.008829935815568239
1177,110,0.1033279802099008
1177,260,0.20606112941932436
1177,960,0.4871317976167992
1178,35,0.5073704755131673
1178,60,0.9801240657752899
1178,110,0.989746174659685
1178,260,0.9980449415925903
1178,960,0.7571639782570014
1179,35,0.5678168899562704
1179,60,0.49540765929395175
1179,110,0.4431943567088932
1179,260,0.17837008995132364
1179,960,0.6771182160702751
1180,35,0.9702059929317279
1180,60,0.7383729447843846
1180,110,0.8420178827779654
1180,260,0.7742817381076406
1180,960,0.20976423652940024
1181,35,0.9233706064881156
1181,60,0.943307520390789
1181,110,0.5877797898523639
1181,260,0.7815466881280763
1181,960,0.7772162072292059
1182,35,0.07482101402365023
1182,60,0.3206243795719613
1182,110,0.1962202969762148
1182,260,0.5154281922388788
1182,960,0.4417859203004545
1183,35,0.013201650885031562
1183,60,0.039937822515387356
1183,110,0.012223809739374212
1183,260,0.07950636424194747
1183,960,0.22047510201126896
1184,35,0.5430243080259243
1184,60,0.688283545027625
1184,110,0.48222380998457126
1184,260,0.1144712537308435
1184,960,0.1664168795824975
1185,35,0.4096736983242988
1185,60,0.2481015449323003
1185,110,0.5266081686760121
1185,260,0.7990874816993814
1185,960,0.7917768174889595
1186,35,0.02945859074537685
1186,60,0.09820993763469832
1186,110,0.46405377005038884
1186,260,0.05145921875837927
1186,960,0.497886176416613
1187,35,0.9299798268292723
1187,60,0.9573917478404201
1187,110,0.8557676966388872
1187,260,0.7568511793986106
1187,960,0.7749717860916678
1188,35,0.8718919084111378
1188,60,0.9321854376977137
1188,110,0.9950815380369779
1188,260,0.9649484431813928
1188,960,0.9194103216725992
1189,35,0.022730454027447302
1189,60,0.21624155534205802
1189,110,0.1663197483018547
1189,260,0.5211276717059143
1189,960,0.2239557971119855
1190,35,0.45643966096758837
1190,60,0.490917931141871
1190,110,0.7172668075128479
1190,260,0.7424739094928112
1190,960,0.26112720154323676
1191,35,0.7570287898409024
1191,60,0.6941973851166027
1191,110,0.9735768801461767
1191,260,0.916536352895211
1191,960,0.20167612291124287
1192,35,0.1500492925611923
1192,60,0.04911878522358136
1192,110,0.10390032207534208
1192,260,0.09585185125974433
1192,960,0.08596098142318205
1193,35,0.4936427964549417
1193,60,0.17791941948990453
1193,110,0.20142265153918054
1193,260,0.10587865102771425
1193,960,0.0870481511535662
1194,35,0.4185786776134284
1194,60,0.40338362186140053
1194,110,0.042567297816902584
1194,260,0.03784864010694561
1194,960,0.008818059588184974
1195,35,0.43586762321789196
1195,60,0.19662827808786842
1195,110,0.6249598350377735
1195,260,0.7459665751943807
1195,960,0.8511541439173207
1196,35,0.9241168074683473
1196,60,0.8264820013435603
1196,110,0.837773638643798
1196,260,0.8885349626776111
1196,960,0.4419453639349633
1197,35,0.706697952658857
1197,60,0.6081591769336475
1197,110,0.29714923982436564
1197,260,0.7259380049874733
1197,960,0.83073708842921
1198,35,0.7831709849964903
1198,60,0.6084562750571858
1198,110,0.30922915598150313
1198,260,0.6762416880466608
1198,960,0.7854496673016189
1199,35,0.3817865857461047
1199,60,0.25206369899250536
1199,110,0.3823518394347287
1199,260,0.4345227426556914
1199,960,0.3769058397950986
1200,35,0.8275888443250528
1200,60,0.8675632588734442
1200,110,0.4581515711636319
1200,260,0.5363808752765505
1200,960,0.5280234157500932
1201,35,0.2632838340711771
1201,60,0.22148277852458742
1201,110,0.15373981984758117
1201,260,0.48915325342278615
1201,960,0.9007678214407246
1202,35,0.18991343650503684
1202,60,0.12657659421062478
1202,110,0.5638215625785941
1202,260,0.35473348371920865
1202,960,0.2283828095868552
1203,35,0.8128239888102562
1203,60,0.9060174810096868
1203,110,0.73785873145382
1203,260,0.5354477053369244
1203,960,0.6287629827938951
1204,35,0.37817587375324024
1204,60,0.33865595007907723
1204,110,0.507227152887209
1204,260,0.1443451796889035
1204,960,0.2140102971200648
1205,35,0.1398518396780359
1205,60,0.14954053872862216
1205,110,0.27101974627278924
1205,260,0.6727238461689093
1205,960,0.9623663122805117
1206,35,0.9679927688973937
1206,60,0.9198121446254953
1206,110,0.8404680660807021
1206,260,0.6364581455948973
1206,960,0.7016602993893339
1207,35,0.6916149540666365
1207,60,0.7850574481416086
1207,110,0.9063608835615161
1207,260,0.6957927510769226
1207,960,0.20116542231523438
1208,35,0.10833525414725775
1208,60,0.11028519673552989
1208,110,0.5893312079499287
1208,260,0.1006317419514965
1208,960,0.06842148229470417
1209,35,0.9836937307650147
1209,60,0.8840049580512738
1209,110,0.7097700223308541
1209,260,0.8151051081410361
1209,960,0.30071872148221757
1210,35,0.09592811720732387
1210,60,0.047107560466845284
1210,110,0.036312868609123895
1210,260,0.4949410472474634
1210,960,0.48005378591280634
1211,35,0.9521204524383464
1211,60,0.6645161278582539
1211,110,0.4001395061484201
1211,260,0.42046050130848345
1211,960,0.09920928393686602
1212,35,0.3040000472181963
1212,60,0.46203071418059394
1212,110,0.7148694877774514
1212,260,0.4903330160474425
1212,960,0.3228519673230207
1213,35,0.6448182809733575
1213,60,0.9309135342911378
1213,110,0.996256880610273
1213,260,0.9671358317239038
1213,960,0.7866130793603451
1214,35,0.6942797194164269
1214,60,0.5645430334821806
1214,110,0.27488960481269026
1214,260,0.4004145811455196
1214,960,0.6227854796859328
1215,35,0.48154562928368205
1215,60,0.7064056548913381
1215,110,0.7250251858387746
1215,260,0.8355017367621036
1215,960,0.9017458619439425
1216,35,0.29651888769237256
1216,60,0.44286192889183895
1216,110,0.5235864051851884
1216,260,0.5804122024282794
1216,960,0.959288852716858
1217,35,0.2696061281425349
1217,60,0.05451883045334061
1217,110,0.0018496289085670797
1217,260,0.013471088240925976
1217,960,0.0025126046787907427
1218,35,0.5832583004150828
1218,60,0.4488925638519494
1218,110,0.1971005967002209
1218,260,0.36144805660305385
1218,960,0.2967336227544807
1219,35,0.2795281309362062
1219,60,0.04328394299893527
1219,110,0.24315119924549566
1219,260,0.08891683736445374
1219,960,0.10387556548401003
1220,35,0.4327196810090036
1220,60,0.838436213416341
1220,110,0.5147715773507034
1220,260,0.46806308387719275
1220,960,0.29834116702455415
1221,35,0.9671223425645286
1221,60,0.979512314516731
1221,110,0.9905657010131954
1221,260,0.953320755766961
1221,960,0.9060438444102263
1222,35,0.9341834830201567
1222,60,0.88489597079058
1222,110,0.8176917584614888
1222,260,0.16864821194941804
1222,960,0.09318373361423651
1223,35,0.312006220338199
1223,60,0.5570028402480647
1223,110,0.4311796387398931
1223,260,0.03304389910910891
1223,960,0.0037020603984224214
1224,35,0.986885470618538
1224,60,0.9788732464653132
1224,110,0.9282167778250296
1224,260,0.9744983125845454
1224,960,0.9012089170386492
1225,35,0.8989178032664722
1225,60,0.20340720455541111
1225,110,0.5818321422457398
1225,260,0.7788983326242322
1225,960,0.777323036772182
1226,35,0.5153075631587116
1226,60,0.3138372044183131
1226,110,0.6095375409869938
1226,260,0.7189115273129489
1226,960,0.2458265467668011
1227,35,0.5408340764515553
1227,60,0.33041608551638546
1227,110,0.7286597211846932
1227,260,0.6064954941019841
1227,960,0.869298703626246
1228,35,0.919614539770444
1228,60,0.9821501953397118
1228,110,0.8492122403981203
1228,260,0.9309267633173275
1228,960,0.8418983912215903
1229,35,0.4753817476956919
1229,60,0.29233469750728724
1229,110,0.6241702831264753
1229,260,0.5149342610530554
1229,960,0.4736662911107865
1230,35,0.011107015380805465
1230,60,0.17986167111057105
1230,110,0.034054915692905495
1230,260,0.31628866708049497
1230,960,0.22045021668366538
1231,35,0.88683057754177
1231,60,0.9533896255304704
1231,110,0.6662066166805225
1231,260,0.8255829632981213
1231,960,0.5873325720215117
1232,35,0.9677686027068819
1232,60,0.9734416694063251
1232,110,0.8846417518637841
1232,260,0.7335640573453188
1232,960,0.5746539761285785
1233,35,0.7730457136650981
1233,60,0.8919442961900133
1233,110,0.7806076477745061
1233,260,0.3087060886196834
1233,960,0.8587425519421186
1234,35,0.35191640568962507
1234,60,0.28367844978439605
1234,110,0.4935752733096991
1234,260,0.5620641918441323
1234,960,0.30939937057051115
1235,35,0.22100920197058077
1235,60,0.5322205271521422
1235,110,0.6442333414632095
1235,260,0.39155802800122824
1235,960,0.6491650006425552
1236,35,0.8437962466434205
1236,60,0.5125082517293749
1236,110,0.6152481995985817
1236,260,0.8477507430535185
1236,960,0.7247807281768028
1237,35,0.22067596457011268
1237,60,0.3600169197656463
1237,110,0.4047672779169427
1237,260,0.16696752979001245
1237,960,0.5069621522691008
1238,35,0.133097824171243
1238,60,0.1768759193503261
1238,110,0.10346665055166793
1238,260,0.17918256911528407
1238,960,0.02549703996456969
1239,35,0.8955148695252128
1239,60,0.5468921802539883
1239,110,0.46597042509494097
1239,260,0.7725904385777044
1239,960,0.8346458898260392
1240,35,0.18110431540641436
1240,60,0.085307469752516
1240,110,0.05655875787255208
1240,260,0.22584540306781115
1240,960,0.11818956512766168
1241,35,0.8684691706317997
1241,60,0.9047094367928139
1241,110,0.7477927933608128
1241,260,0.9371602306830329
1241,960,0.6490151416317325
1242,35,0.4492630281101723
1242,60,0.06985436435533593
1242,110,0.15304667586334522
1242,260,0.4160605646477212
1242,960,0.14025004092888754
1243,35,0.2963006803229242
1243,60,0.21393510172020186
1243,110,0.42261180874049165
1243,260,0.23330366580680412
1243,960,0.5027012910483136
1244,35,0.841735549135627
1244,60,0.4406543556252808
1244,110,0.4646812023778119
1244,260,0.2066458435099705
1244,960,0.283424864414718
1245,35,0.4674846880412432
1245,60,0.37826194972846955
1245,110,0.5625720823349468
1245,260,0.054560676192399536
1245,960,0.16533387397278626
1246,35,0.2447813738121135
1246,60,0.6037556739728958
1246,110,0.6090727448622335
1246,260,0.8954545806465252
1246,960,0.6882417516973267
1247,35,0.1268039544246038
1247,60,0.44131964712846894
1247,110,0.3015743400422588
1247,260,0.7199750098109321
1247,960,0.005084515357011423
1248,35,0.04830225881565492
1248,60,0.3895209490039177
1248,110,0.5579618139263085
1248,260,0.49622446970137535
1248,960,0.46389050100022045
1249,35,0.3227005697091317
1249,60,0.2691160337432784
1249,110,0.5962889594567587
1249,260,0.8099810318592517
1249,960,0.9080963129107065
1250,35,0.2775870448945359
1250,60,0.05425642086242178
1250,110,0.05557012775851578
1250,260,0.018661542839082872
1250,960,0.4321520706335069
1251,35,0.8177419108295537
1251,60,0.8076413218117906
1251,110,0.7061879843366123
1251,260,0.5742813878607798
1251,960,0.8009212537364157
1252,35,0.62682799035008685
1252,60,0.8816920842167622
1252,110,0.920036528077691
1252,260,0.7358339320288785
1252,960,0.15735155677476476
1253,35,0.2374499886448167
1253,60,0.3883366713195001
1253,110,0.8290153750086638
1253,260,0.9382453233018402
1253,960,0.6951427608485581
1254,35,0.8761472962078634
1254,60,0.7193257517068822
1254,110,0.5127057483610689
1254,260,0.0422945955334488
1254,960,0.1597046989274803
1255,35,0.4808650445491215
1255,60,0.8562754452130309
1255,110,0.8868297390140318
1255,260,0.952900213624282
1255,960,0.8484281811971617
1256,35,0.42730687853369553
1256,60,0.8301428700919509
1256,110,0.8905246131792222
1256,260,0.6291700345582438
1256,960,0.8020700371130948
1257,35,0.6745761650196296
1257,60,0.6938751510818879
1257,110,0.7581678546876586
1257,260,0.606604397775855
1257,960,0.87281461405622085
1258,35,0.7677229530976895
1258,60,0.5557079479743235
1258,110,0.7438677068278209
1258,260,0.935088196168101
1258,960,0.3295037401194426
1259,35,0.008584101464742835
1259,60,0.017856599955945594
1259,110,0.003308830494028653
1259,260,0.006961889863935068
1259,960,0.027204748240878117
1260,35,0.7276289829686926
1260,60,0.9762254052747217
1260,110,0.9984596199745785
1260,260,0.9976062687688678
1260,960,0.973988347863193
1261,35,0.27843905561344184
1261,60,0.10478039119533965
1261,110,0.08534915200738813
1261,260,0.11547593361595584
1261,960,0.16185480551046683
1262,35,0.8282474144451012
1262,60,0.7451948688238752
1262,110,0.8536339250995356
1262,260,0.2999901444994981
1262,960,0.8788889063502386
1263,35,0.7400571319638231
1263,60,0.7403020984205189
1263,110,0.5340877458147308
1263,260,0.7776737229544712
1263,960,0.5214299829375988
1264,35,0.12182405285419061
1264,60,0.3724251410822896
1264,110,0.35869151175677527
1264,260,0.46942727257436045
1264,960,0.4587999274477659
1265,35,0.1533793481513923
1265,60,0.2985220207055439
1265,110,0.002293572852253378
1265,260,0.06344672604778513
1265,960,0.2605043112622376
1266,35,0.8534086075758335
1266,60,0.7459865800601561
1266,110,0.7793457036544935
1266,260,0.636307806389449
1266,960,0.8019338359583822
1267,35,0.28719083404550094
1267,60,0.1555265155641163
1267,110,0.21402635366758183
1267,260,0.1518071142588498
1267,960,0.6461496878127033
1268,35,0.9639952816556241
1268,60,0.9442482748225723
1268,110,0.7443212030942714
1268,260,0.7846229464546339
1268,960,0.15754336094460625
1269,35,0.2874217589293857
1269,60,0.28982847801012507
1269,110,0.5865928497015025
1269,260,0.5744656700379931
1269,960,0.869444785544865
1270,35,0.14936877785317898
1270,60,0.3235503898902816
1270,110,0.6214297778742915
1270,260,0.4358951513561866
1270,960,0.49545651474956154
1271,35,0.027296059386377528
1271,60,0.273476117431669
1271,110,0.2446312202005203
1271,260,0.37558976598977956
1271,960,0.3973234762367246
1272,35,0.8621441734324163
1272,60,0.7445662064981837
1272,110,0.7729463920931364
1272,260,0.6356774858091387
1272,960,0.05027809761239202
1273,35,0.8420240763327831
1273,60,0.7963737865255361
1273,110,0.4030147558897007
1273,260,0.5876518307965491
1273,960,0.6375110310398946
1274,35,0.08709472422110022
1274,60,0.1162507817813808
1274,110,0.1638292965474954
1274,260,0.5999369017602638
1274,960,0.741320353044567
1275,35,0.8664268621091047
1275,60,0.9507349649991821
1275,110,0.9227437971772198
1275,260,0.7251664610600066
1275,960,0.4088438860626902
1276,35,0.9800476391874811
1276,60,0.9446330089737638
1276,110,0.5831762718893441
1276,260,0.14915457805515225
1276,960,0.04076787295826283
1277,35,0.002329842212044199
1277,60,0.022777995328110725
1277,110,0.09315726209782915
1277,260,0.05008128955282802
1277,960,0.0012281685080250521
1278,35,0.025686731063932596
1278,60,0.014342423404197838
1278,110,0.07368110688577069
1278,260,0.26834099941502987
1278,960,0.6202616000129952
1279,35,0.9024249875576235
1279,60,0.4492348932025366
1279,110,0.5456986358610383
1279,260,0.7782206544246852
1279,960,0.6657315462359842
1280,35,0.7786453134455409
1280,60,0.5072935731115993
1280,110,0.23340064034875757
1280,260,0.4832919694539102
1280,960,0.4475043219788937
1281,35,0.08505333036342003
1281,60,0.25334866030979764
1281,110,0.30174559188514516
1281,260,0.8441072001599974
1281,960,0.7717306438852174
1282,35,0.24696442124005707
1282,60,0.3303980277200449
1282,110,0.3928913721463576
1282,260,0.8549940466959506
1282,960,0.7004948957820918
1283,35,0.943729150143755
1283,60,0.8455142766321742
1283,110,0.43800240911240707
