"sample_id","replicate","diameter"
1,448,53.975
1,448,35.56
1,448,35.56
1,448,24.13
1,448,53.975
1,448,33.02
1,448,7.62
1,448,46.355
1,448,15.24
1,448,81.28
1,448,10.16
1,448,7.62
1,448,33.02
1,448,7.62
1,448,24.13
1,448,46.355
1,448,35.56
1,448,63.5
1,448,10.16
1,448,30.48
1,448,30.48
1,448,15.24
1,448,27.94
1,448,44.45
1,448,33.02
1,448,8.89
1,448,7.62
1,448,46.355
1,448,24.13
1,449,30.48
1,449,27.94
1,449,53.975
1,449,35.56
1,449,19.05
1,449,99.06
1,449,50.8
1,449,99.06
1,449,8.89
1,449,27.94
1,449,40.64
1,449,63.5
1,449,7.62
1,449,40.64
1,449,99.06
1,449,10.16
1,449,33.02
1,449,33.02
1,449,33.02
1,449,46.355
1,449,46.355
1,449,7.62
1,449,33.02
1,449,40.64
1,449,7.62
1,449,7.62
1,449,50.8
1,449,10.16
1,449,46.355
1,449,33.02
1,450,22.86
1,450,22.86
1,450,10.16
1,450,40.64
1,450,7.62
1,450,27.94
1,450,7.62
1,450,10.16
1,450,22.86
1,450,7.62
1,450,99.06
1,450,19.05
1,450,50.8
1,450,30.48
1,450,99.06
1,450,99.06
1,450,10.16
1,450,35.56
1,450,44.45
1,450,7.62
1,450,33.02
1,450,63.5
1,450,22.86
1,450,33.02
1,450,46.355
1,450,10.16
1,450,40.64
1,450,35.56
1,450,40.64
1,450,35.56
1,451,33.02
1,451,55.88
1,451,46.355
1,451,40.64
1,451,7.62
1,451,99.06
1,451,15.24
1,451,30.48
1,451,40.64
1,451,7.62
1,451,50.8
1,451,46.355
1,451,50.8
1,451,55.88
1,451,19.05
1,451,50.8
1,451,46.355
1,451,15.24
1,451,33.02
1,451,46.355
1,451,27.94
1,451,7.62
1,451,40.64
1,451,33.02
1,451,40.64
1,451,10.16
1,451,35.56
1,451,50.8
1,451,50.8
1,451,8.89
1,452,33.02
1,452,7.62
1,452,63.5
1,452,19.05
1,452,33.02
1,452,7.62
1,452,22.86
1,452,45.72
1,452,8.89
1,452,10.16
1,452,33.02
1,452,10.16
1,452,7.62
1,452,33.02
1,452,7.62
1,452,7.62
1,452,22.86
1,452,19.05
1,452,40.64
1,452,7.62
1,452,7.62
1,452,7.62
1,452,15.24
1,452,7.62
1,452,55.88
1,452,44.45
1,452,33.02
1,452,24.13
1,452,19.05
1,452,10.16
1,453,7.62
1,453,53.975
1,453,7.62
1,453,33.02
1,453,10.16
1,453,24.13
1,453,81.28
1,453,40.64
1,453,7.62
1,453,7.62
1,453,40.64
1,453,50.8
1,453,19.05
1,453,46.355
1,453,8.89
1,453,10.16
1,453,40.64
1,453,7.62
1,453,33.02
1,453,7.62
1,453,27.94
1,453,55.88
1,453,7.62
1,453,10.16
1,453,63.5
1,453,63.5
1,453,7.62
1,453,44.45
1,453,8.89
1,453,45.72
1,454,35.56
1,454,44.45
1,454,33.02
1,454,10.16
1,454,63.5
1,454,33.02
1,454,33.02
1,454,99.06
1,454,10.16
1,454,46.355
1,454,45.72
1,454,7.62
1,454,22.86
1,454,8.89
1,454,8.89
1,454,55.88
1,454,27.94
1,454,27.94
1,454,19.05
1,454,22.86
1,454,7.62
1,454,40.64
1,454,40.64
1,454,63.5
1,454,55.88
1,454,99.06
1,454,10.16
1,454,7.62
1,454,46.355
1,454,7.62
1,455,45.72
1,455,40.64
1,455,99.06
1,455,40.64
1,455,99.06
1,455,50.8
1,455,35.56
1,455,15.24
1,455,15.24
1,455,7.62
1,455,8.89
1,455,30.48
1,455,99.06
1,455,15.24
1,455,22.86
1,455,7.62
1,455,55.88
1,455,35.56
1,455,15.24
1,455,30.48
1,455,7.62
1,455,53.975
1,455,35.56
1,455,40.64
1,455,33.02
1,455,55.88
1,455,40.64
1,455,19.05
1,455,33.02
1,455,7.62
1,456,33.02
1,456,55.88
1,456,19.05
1,456,33.02
1,456,15.24
1,456,30.48
1,456,10.16
1,456,15.24
1,456,30.48
1,456,63.5
1,456,7.62
1,456,50.8
1,456,63.5
1,456,7.62
1,456,33.02
1,456,27.94
1,456,8.89
1,456,35.56
1,456,7.62
1,456,33.02
1,456,44.45
1,456,50.8
1,456,99.06
1,456,33.02
1,456,44.45
1,456,24.13
1,456,22.86
1,456,7.62
1,456,8.89
1,456,33.02
1,457,30.48
1,457,33.02
1,457,45.72
1,457,27.94
1,457,53.975
1,457,27.94
1,457,10.16
1,457,24.13
1,457,44.45
1,457,81.28
1,457,27.94
1,457,33.02
1,457,46.355
1,457,7.62
1,457,46.355
1,457,7.62
1,457,40.64
1,457,33.02
1,457,33.02
1,457,7.62
1,457,27.94
1,457,33.02
1,457,24.13
1,457,44.45
1,457,15.24
1,457,99.06
1,457,63.5
1,457,15.24
1,457,40.64
1,457,35.56
1,458,15.24
1,458,35.56
1,458,15.24
1,458,44.45
1,458,7.62
1,458,7.62
1,458,40.64
1,458,7.62
1,458,7.62
1,458,53.975
1,458,7.62
1,458,27.94
1,458,7.62
1,458,8.89
1,458,10.16
1,458,44.45
1,458,27.94
1,458,46.355
1,458,81.28
1,458,81.28
1,458,15.24
1,458,50.8
1,458,15.24
1,458,44.45
1,458,24.13
1,458,53.975
1,458,7.62
1,458,33.02
1,458,50.8
1,458,63.5
1,459,7.62
1,459,46.355
1,459,27.94
1,459,99.06
1,459,33.02
1,459,45.72
1,459,35.56
1,459,33.02
1,459,40.64
1,459,35.56
1,459,81.28
1,459,8.89
1,459,7.62
1,459,15.24
1,459,7.62
1,459,10.16
1,459,15.24
1,459,55.88
1,459,63.5
1,459,50.8
1,459,55.88
1,459,8.89
1,459,81.28
1,459,99.06
1,459,7.62
1,459,81.28
1,459,44.45
1,459,7.62
1,459,63.5
1,459,27.94
1,460,46.355
1,460,50.8
1,460,40.64
1,460,63.5
1,460,7.62
1,460,24.13
1,460,44.45
1,460,33.02
1,460,81.28
1,460,44.45
1,460,99.06
1,460,27.94
1,460,7.62
1,460,8.89
1,460,45.72
1,460,7.62
1,460,10.16
1,460,35.56
1,460,27.94
1,460,7.62
1,460,53.975
1,460,30.48
1,460,33.02
1,460,8.89
1,460,63.5
1,460,99.06
1,460,24.13
1,460,50.8
1,460,7.62
1,460,99.06
1,461,22.86
1,461,30.48
1,461,33.02
1,461,46.355
1,461,55.88
1,461,10.16
1,461,10.16
1,461,35.56
1,461,53.975
1,461,81.28
1,461,10.16
1,461,40.64
1,461,7.62
1,461,27.94
1,461,30.48
1,461,35.56
1,461,35.56
1,461,8.89
1,461,27.94
1,461,33.02
1,461,81.28
1,461,8.89
1,461,45.72
1,461,10.16
1,461,53.975
1,461,22.86
1,461,81.28
1,461,33.02
1,461,40.64
1,461,35.56
1,462,45.72
1,462,30.48
1,462,10.16
1,462,8.89
1,462,33.02
1,462,7.62
1,462,7.62
1,462,40.64
1,462,46.355
1,462,44.45
1,462,35.56
1,462,22.86
1,462,10.16
1,462,63.5
1,462,46.355
1,462,40.64
1,462,7.62
1,462,81.28
1,462,7.62
1,462,53.975
1,462,33.02
1,462,40.64
1,462,10.16
1,462,99.06
1,462,7.62
1,462,35.56
1,462,33.02
1,462,63.5
1,462,40.64
1,462,33.02
1,463,10.16
1,463,53.975
1,463,45.72
1,463,22.86
1,463,33.02
1,463,33.02
1,463,46.355
1,463,33.02
1,463,63.5
1,463,7.62
1,463,33.02
1,463,40.64
1,463,7.62
1,463,33.02
1,463,7.62
1,463,81.28
1,463,24.13
1,463,46.355
1,463,33.02
1,463,10.16
1,463,55.88
1,463,24.13
1,463,30.48
1,463,8.89
1,463,35.56
1,463,27.94
1,463,27.94
1,463,7.62
1,463,99.06
1,463,15.24
1,464,7.62
1,464,22.86
1,464,33.02
1,464,45.72
1,464,15.24
1,464,15.24
1,464,40.64
1,464,33.02
1,464,40.64
1,464,50.8
1,464,7.62
1,464,19.05
1,464,40.64
1,464,44.45
1,464,10.16
1,464,53.975
1,464,24.13
1,464,27.94
1,464,44.45
1,464,55.88
1,464,8.89
1,464,19.05
1,464,33.02
1,464,44.45
1,464,81.28
1,464,63.5
1,464,50.8
1,464,30.48
1,464,53.975
1,464,40.64
1,465,10.16
1,465,15.24
1,465,99.06
1,465,22.86
1,465,40.64
1,465,35.56
1,465,7.62
1,465,99.06
1,465,53.975
1,465,27.94
1,465,53.975
1,465,45.72
1,465,30.48
1,465,99.06
1,465,55.88
1,465,40.64
1,465,24.13
1,465,7.62
1,465,33.02
1,465,35.56
1,465,50.8
1,465,99.06
1,465,63.5
1,465,7.62
1,465,50.8
1,465,7.62
1,465,99.06
1,465,55.88
1,465,7.62
1,465,7.62
1,466,33.02
1,466,40.64
1,466,81.28
1,466,33.02
1,466,45.72
1,466,53.975
1,466,7.62
1,466,7.62
1,466,44.45
1,466,50.8
1,466,40.64
1,466,10.16
1,466,50.8
1,466,50.8
1,466,22.86
1,466,22.86
1,466,45.72
1,466,50.8
1,466,44.45
1,466,27.94
1,466,8.89
1,466,99.06
1,466,27.94
1,466,7.62
1,466,99.06
1,466,24.13
1,466,15.24
1,466,35.56
1,466,33.02
1,466,8.89
1,467,44.45
1,467,99.06
1,467,27.94
1,467,7.62
1,467,35.56
1,467,33.02
1,467,7.62
1,467,81.28
1,467,30.48
1,467,45.72
1,467,7.62
1,467,10.16
1,467,63.5
1,467,10.16
1,467,8.89
1,467,33.02
1,467,7.62
1,467,81.28
1,467,40.64
1,467,35.56
1,467,22.86
1,467,10.16
1,467,33.02
1,467,81.28
1,467,63.5
1,467,7.62
1,467,63.5
1,467,81.28
1,467,35.56
1,467,7.62
1,468,22.86
1,468,33.02
1,468,15.24
1,468,99.06
1,468,35.56
1,468,22.86
1,468,8.89
1,468,8.89
1,468,55.88
1,468,55.88
1,468,40.64
1,468,15.24
1,468,10.16
1,468,8.89
1,468,30.48
1,468,40.64
1,468,99.06
1,468,19.05
1,468,40.64
1,468,46.355
1,468,7.62
1,468,24.13
1,468,33.02
1,468,35.56
1,468,44.45
1,468,81.28
1,468,81.28
1,468,10.16
1,468,24.13
1,468,10.16
1,469,53.975
1,469,35.56
1,469,53.975
1,469,81.28
1,469,8.89
1,469,45.72
1,469,63.5
1,469,24.13
1,469,7.62
1,469,46.355
1,469,24.13
1,469,40.64
1,469,40.64
1,469,53.975
1,469,30.48
1,469,30.48
1,469,22.86
1,469,50.8
1,469,7.62
1,469,35.56
1,469,10.16
1,469,40.64
1,469,10.16
1,469,40.64
1,469,22.86
1,469,7.62
1,469,10.16
1,469,33.02
1,469,30.48
1,469,7.62
1,470,7.62
1,470,7.62
1,470,44.45
1,470,7.62
1,470,15.24
1,470,30.48
1,470,10.16
1,470,19.05
1,470,99.06
1,470,27.94
1,470,53.975
1,470,19.05
1,470,24.13
1,470,44.45
1,470,33.02
1,470,15.24
1,470,35.56
1,470,22.86
1,470,33.02
1,470,46.355
1,470,7.62
1,470,27.94
1,470,7.62
1,470,45.72
1,470,33.02
1,470,7.62
1,470,45.72
1,470,7.62
1,470,50.8
1,470,33.02
1,471,15.24
1,471,81.28
1,471,63.5
1,471,24.13
1,471,81.28
1,471,7.62
1,471,24.13
1,471,10.16
1,471,22.86
1,471,99.06
1,471,81.28
1,471,33.02
1,471,53.975
1,471,8.89
1,471,63.5
1,471,33.02
1,471,33.02
1,471,46.355
1,471,8.89
1,471,7.62
1,471,99.06
1,471,44.45
1,471,53.975
1,471,33.02
1,471,46.355
1,471,46.355
1,471,53.975
1,471,7.62
1,471,7.62
1,471,55.88
1,472,35.56
1,472,35.56
1,472,35.56
1,472,7.62
1,472,24.13
1,472,35.56
1,472,10.16
1,472,7.62
1,472,10.16
1,472,35.56
1,472,8.89
1,472,27.94
1,472,99.06
1,472,35.56
1,472,33.02
1,472,53.975
1,472,7.62
1,472,30.48
1,472,33.02
1,472,7.62
1,472,81.28
1,472,15.24
1,472,7.62
1,472,63.5
1,472,27.94
1,472,33.02
1,472,40.64
1,472,30.48
1,472,33.02
1,472,50.8
1,473,33.02
1,473,22.86
1,473,33.02
1,473,24.13
1,473,15.24
1,473,10.16
1,473,50.8
1,473,33.02
1,473,35.56
1,473,7.62
1,473,7.62
1,473,40.64
1,473,7.62
1,473,8.89
1,473,8.89
1,473,35.56
1,473,45.72
1,473,50.8
1,473,50.8
1,473,81.28
1,473,40.64
1,473,40.64
1,473,33.02
1,473,50.8
1,473,99.06
1,473,27.94
1,473,10.16
1,473,63.5
1,473,63.5
1,473,27.94
1,474,35.56
1,474,10.16
1,474,10.16
1,474,35.56
1,474,40.64
1,474,81.28
1,474,15.24
1,474,40.64
1,474,53.975
1,474,8.89
1,474,7.62
1,474,7.62
1,474,46.355
1,474,44.45
1,474,10.16
1,474,10.16
1,474,35.56
1,474,33.02
1,474,45.72
1,474,10.16
1,474,33.02
1,474,33.02
1,474,7.62
1,474,10.16
1,474,10.16
1,474,10.16
1,474,8.89
1,474,19.05
1,474,45.72
1,474,7.62
1,475,7.62
1,475,45.72
1,475,33.02
1,475,30.48
1,475,40.64
1,475,40.64
1,475,7.62
1,475,35.56
1,475,44.45
1,475,99.06
1,475,99.06
1,475,10.16
1,475,44.45
1,475,7.62
1,475,33.02
1,475,7.62
1,475,35.56
1,475,8.89
1,475,33.02
1,475,7.62
1,475,10.16
1,475,19.05
1,475,33.02
1,475,55.88
1,475,7.62
1,475,19.05
1,475,7.62
1,475,10.16
1,475,7.62
1,475,24.13
1,476,40.64
1,476,40.64
1,476,46.355
1,476,99.06
1,476,7.62
1,476,55.88
1,476,33.02
1,476,40.64
1,476,40.64
1,476,8.89
1,476,10.16
1,476,46.355
1,476,63.5
1,476,7.62
1,476,40.64
1,476,53.975
1,476,46.355
1,476,63.5
1,476,35.56
1,476,33.02
1,476,40.64
1,476,30.48
1,476,27.94
1,476,7.62
1,476,7.62
1,476,50.8
1,476,7.62
1,476,10.16
1,476,33.02
1,476,46.355
1,477,15.24
1,477,33.02
1,477,99.06
1,477,8.89
1,477,8.89
1,477,99.06
1,477,10.16
1,477,33.02
1,477,30.48
1,477,55.88
1,477,10.16
1,477,35.56
1,477,22.86
1,477,7.62
1,477,40.64
1,477,44.45
1,477,45.72
1,477,19.05
1,477,44.45
1,477,33.02
1,477,8.89
1,477,33.02
1,477,46.355
1,477,50.8
1,477,35.56
1,477,15.24
1,477,7.62
1,477,30.48
1,477,35.56
1,477,15.24
1,478,33.02
1,478,81.28
1,478,55.88
1,478,7.62
1,478,63.5
1,478,7.62
1,478,7.62
1,478,50.8
1,478,81.28
1,478,7.62
1,478,7.62
1,478,46.355
1,478,99.06
1,478,53.975
1,478,40.64
1,478,7.62
1,478,30.48
1,478,7.62
1,478,8.89
1,478,15.24
1,478,81.28
1,478,7.62
1,478,7.62
1,478,10.16
1,478,45.72
1,478,33.02
1,478,27.94
1,478,63.5
1,478,30.48
1,478,50.8
1,479,15.24
1,479,53.975
1,479,30.48
1,479,7.62
1,479,15.24
1,479,46.355
1,479,35.56
1,479,10.16
1,479,30.48
1,479,44.45
1,479,7.62
1,479,15.24
1,479,40.64
1,479,22.86
1,479,33.02
1,479,7.62
1,479,7.62
1,479,30.48
1,479,33.02
1,479,24.13
1,479,7.62
1,479,10.16
1,479,8.89
1,479,7.62
1,479,10.16
1,479,10.16
1,479,99.06
1,479,81.28
1,479,40.64
1,479,10.16
1,480,63.5
1,480,99.06
1,480,24.13
1,480,99.06
1,480,40.64
1,480,46.355
1,480,10.16
1,480,40.64
1,480,33.02
1,480,35.56
1,480,7.62
1,480,40.64
1,480,33.02
1,480,63.5
1,480,33.02
1,480,35.56
1,480,8.89
1,480,8.89
1,480,40.64
1,480,19.05
1,480,99.06
1,480,22.86
1,480,15.24
1,480,46.355
1,480,10.16
1,480,7.62
1,480,8.89
1,480,35.56
1,480,33.02
1,480,35.56
1,481,7.62
1,481,10.16
1,481,7.62
1,481,33.02
1,481,53.975
1,481,46.355
1,481,63.5
1,481,99.06
1,481,19.05
1,481,7.62
1,481,8.89
1,481,40.64
1,481,33.02
1,481,27.94
1,481,7.62
1,481,24.13
1,481,15.24
1,481,19.05
1,481,10.16
1,481,40.64
1,481,63.5
1,481,99.06
1,481,63.5
1,481,40.64
1,481,45.72
1,481,22.86
1,481,22.86
1,481,35.56
1,481,46.355
1,481,50.8
1,482,7.62
1,482,22.86
1,482,10.16
1,482,45.72
1,482,35.56
1,482,15.24
1,482,45.72
1,482,10.16
1,482,7.62
1,482,46.355
1,482,40.64
1,482,33.02
1,482,81.28
1,482,33.02
1,482,8.89
1,482,7.62
1,482,50.8
1,482,7.62
1,482,7.62
1,482,33.02
1,482,44.45
1,482,45.72
1,482,40.64
1,482,10.16
1,482,10.16
1,482,40.64
1,482,44.45
1,482,7.62
1,482,10.16
1,482,15.24
1,483,33.02
1,483,33.02
1,483,33.02
1,483,10.16
1,483,33.02
1,483,40.64
1,483,7.62
1,483,30.48
1,483,33.02
1,483,35.56
1,483,7.62
1,483,7.62
1,483,55.88
1,483,22.86
1,483,22.86
1,483,8.89
1,483,22.86
1,483,10.16
1,483,63.5
1,483,10.16
1,483,44.45
1,483,40.64
1,483,44.45
1,483,10.16
1,483,44.45
1,483,24.13
1,483,7.62
1,483,10.16
1,483,99.06
1,483,15.24
1,484,63.5
1,484,15.24
1,484,7.62
1,484,35.56
1,484,27.94
1,484,8.89
1,484,35.56
1,484,27.94
1,484,7.62
1,484,15.24
1,484,27.94
1,484,7.62
1,484,55.88
1,484,27.94
1,484,99.06
1,484,15.24
1,484,50.8
1,484,50.8
1,484,22.86
1,484,35.56
1,484,7.62
1,484,53.975
1,484,35.56
1,484,46.355
1,484,33.02
1,484,35.56
1,484,7.62
1,484,44.45
1,484,10.16
1,484,7.62
1,485,7.62
1,485,46.355
1,485,33.02
1,485,33.02
1,485,24.13
1,485,44.45
1,485,33.02
1,485,33.02
1,485,22.86
1,485,63.5
1,485,33.02
1,485,10.16
1,485,63.5
1,485,53.975
1,485,7.62
1,485,63.5
1,485,24.13
1,485,33.02
1,485,44.45
1,485,40.64
1,485,40.64
1,485,22.86
1,485,27.94
1,485,45.72
1,485,45.72
1,485,81.28
1,485,10.16
1,485,7.62
1,485,40.64
1,485,53.975
1,486,10.16
1,486,53.975
1,486,24.13
1,486,19.05
1,486,22.86
1,486,7.62
1,486,30.48
1,486,33.02
1,486,19.05
1,486,10.16
1,486,35.56
1,486,15.24
1,486,7.62
1,486,10.16
1,486,63.5
1,486,8.89
1,486,53.975
1,486,35.56
1,486,30.48
1,486,7.62
1,486,53.975
1,486,81.28
1,486,40.64
1,486,40.64
1,486,33.02
1,486,35.56
1,486,15.24
1,486,50.8
1,486,19.05
1,486,7.62
1,487,10.16
1,487,24.13
1,487,19.05
1,487,33.02
1,487,46.355
1,487,7.62
1,487,40.64
1,487,40.64
1,487,19.05
1,487,7.62
1,487,7.62
1,487,22.86
1,487,40.64
1,487,7.62
1,487,63.5
1,487,10.16
1,487,7.62
1,487,33.02
1,487,33.02
1,487,7.62
1,487,30.48
1,487,50.8
1,487,81.28
1,487,35.56
1,487,46.355
1,487,24.13
1,487,7.62
1,487,7.62
1,487,10.16
1,487,10.16
1,488,50.8
1,488,55.88
1,488,35.56
1,488,30.48
1,488,7.62
1,488,27.94
1,488,7.62
1,488,53.975
1,488,46.355
1,488,55.88
1,488,7.62
1,488,7.62
1,488,81.28
1,488,33.02
1,488,8.89
1,488,24.13
1,488,27.94
1,488,46.355
1,488,19.05
1,488,10.16
1,488,55.88
1,488,15.24
1,488,19.05
1,488,22.86
1,488,27.94
1,488,35.56
1,488,55.88
1,488,81.28
1,488,45.72
1,488,7.62
1,489,81.28
1,489,33.02
1,489,24.13
1,489,45.72
1,489,53.975
1,489,30.48
1,489,19.05
1,489,7.62
1,489,46.355
1,489,7.62
1,489,35.56
1,489,40.64
1,489,40.64
1,489,40.64
1,489,24.13
1,489,7.62
1,489,7.62
1,489,40.64
1,489,35.56
1,489,7.62
1,489,50.8
1,489,35.56
1,489,53.975
1,489,46.355
1,489,35.56
1,489,33.02
1,489,81.28
1,489,35.56
1,489,33.02
1,489,33.02
1,490,40.64
1,490,53.975
1,490,33.02
1,490,53.975
1,490,24.13
1,490,7.62
1,490,53.975
1,490,7.62
1,490,35.56
1,490,7.62
1,490,10.16
1,490,22.86
1,490,7.62
1,490,53.975
1,490,44.45
1,490,40.64
1,490,15.24
1,490,45.72
1,490,40.64
1,490,10.16
1,490,10.16
1,490,35.56
1,490,27.94
1,490,46.355
1,490,81.28
1,490,19.05
1,490,63.5
1,490,10.16
1,490,35.56
1,490,7.62
1,491,40.64
1,491,7.62
1,491,27.94
1,491,30.48
1,491,7.62
1,491,24.13
1,491,99.06
1,491,10.16
1,491,33.02
1,491,24.13
1,491,46.355
1,491,22.86
1,491,19.05
1,491,15.24
1,491,81.28
1,491,27.94
1,491,40.64
1,491,30.48
1,491,8.89
1,491,55.88
1,491,44.45
1,491,7.62
1,491,35.56
1,491,44.45
1,491,99.06
1,491,44.45
1,491,46.355
1,491,40.64
1,491,7.62
1,491,15.24
1,492,24.13
1,492,33.02
1,492,10.16
1,492,33.02
1,492,33.02
1,492,46.355
1,492,46.355
1,492,15.24
1,492,35.56
1,492,22.86
1,492,81.28
1,492,7.62
1,492,10.16
1,492,33.02
1,492,46.355
1,492,50.8
1,492,7.62
1,492,35.56
1,492,55.88
1,492,40.64
1,492,7.62
1,492,35.56
1,492,33.02
1,492,10.16
1,492,50.8
1,492,8.89
1,492,7.62
1,492,24.13
1,492,81.28
1,492,33.02
1,493,10.16
1,493,7.62
1,493,44.45
1,493,15.24
1,493,10.16
1,493,22.86
1,493,99.06
1,493,40.64
1,493,7.62
1,493,45.72
1,493,46.355
1,493,35.56
1,493,19.05
1,493,8.89
1,493,81.28
1,493,8.89
1,493,33.02
1,493,33.02
1,493,30.48
1,493,19.05
1,493,53.975
1,493,10.16
1,493,7.62
1,493,30.48
1,493,40.64
1,493,45.72
1,493,33.02
1,493,19.05
1,493,35.56
1,493,30.48
1,494,30.48
1,494,7.62
1,494,40.64
1,494,7.62
1,494,30.48
1,494,55.88
1,494,7.62
1,494,15.24
1,494,50.8
1,494,81.28
1,494,7.62
1,494,81.28
1,494,35.56
1,494,7.62
1,494,35.56
1,494,27.94
1,494,7.62
1,494,19.05
1,494,81.28
1,494,40.64
1,494,33.02
1,494,7.62
1,494,40.64
1,494,55.88
1,494,45.72
1,494,10.16
1,494,27.94
1,494,33.02
1,494,44.45
1,494,10.16
1,495,40.64
1,495,40.64
1,495,10.16
1,495,30.48
1,495,8.89
1,495,7.62
1,495,10.16
1,495,35.56
1,495,99.06
1,495,7.62
1,495,10.16
1,495,81.28
1,495,40.64
1,495,40.64
1,495,22.86
1,495,81.28
1,495,46.355
1,495,81.28
1,495,7.62
1,495,10.16
1,495,8.89
1,495,55.88
1,495,7.62
1,495,40.64
1,495,40.64
1,495,27.94
1,495,15.24
1,495,55.88
1,495,40.64
1,495,8.89
1,496,33.02
1,496,45.72
1,496,10.16
1,496,7.62
1,496,63.5
1,496,33.02
1,496,33.02
1,496,19.05
1,496,50.8
1,496,35.56
1,496,15.24
1,496,44.45
1,496,30.48
1,496,7.62
1,496,10.16
1,496,99.06
1,496,7.62
1,496,8.89
1,496,10.16
1,496,30.48
1,496,19.05
1,496,15.24
1,496,24.13
1,496,24.13
1,496,8.89
1,496,10.16
1,496,81.28
1,496,55.88
1,496,7.62
1,496,7.62
1,497,99.06
1,497,15.24
1,497,55.88
1,497,30.48
1,497,24.13
1,497,10.16
1,497,40.64
1,497,45.72
1,497,10.16
1,497,35.56
1,497,45.72
1,497,99.06
1,497,30.48
1,497,24.13
1,497,81.28
1,497,10.16
1,497,99.06
1,497,10.16
1,497,7.62
1,497,8.89
1,497,8.89
1,497,45.72
1,497,24.13
1,497,7.62
1,497,40.64
1,497,33.02
1,497,55.88
1,497,8.89
1,497,45.72
1,497,22.86
1,498,27.94
1,498,35.56
1,498,10.16
1,498,24.13
1,498,7.62
1,498,10.16
1,498,35.56
1,498,30.48
1,498,44.45
1,498,33.02
1,498,10.16
1,498,7.62
1,498,55.88
1,498,35.56
1,498,63.5
1,498,7.62
1,498,7.62
1,498,22.86
1,498,81.28
1,498,8.89
1,498,22.86
1,498,24.13
1,498,45.72
1,498,81.28
1,498,33.02
1,498,10.16
1,498,7.62
1,498,10.16
1,498,33.02
1,498,10.16
1,499,10.16
1,499,53.975
1,499,10.16
1,499,15.24
1,499,33.02
1,499,45.72
1,499,46.355
1,499,44.45
1,499,30.48
1,499,7.62
1,499,19.05
1,499,55.88
1,499,35.56
1,499,10.16
1,499,15.24
1,499,10.16
1,499,44.45
1,499,81.28
1,499,7.62
1,499,33.02
1,499,27.94
1,499,8.89
1,499,44.45
1,499,15.24
1,499,33.02
1,499,7.62
1,499,33.02
1,499,7.62
1,499,63.5
1,499,99.06
1,500,55.88
1,500,63.5
1,500,33.02
1,500,7.62
1,500,30.48
1,500,19.05
1,500,33.02
1,500,10.16
1,500,10.16
1,500,53.975
1,500,7.62
1,500,46.355
1,500,53.975
1,500,22.86
1,500,40.64
1,500,45.72
1,500,24.13
1,500,27.94
1,500,24.13
1,500,33.02
1,500,19.05
1,500,45.72
1,500,44.45
1,500,7.62
1,500,10.16
1,500,55.88
1,500,33.02
1,500,35.56
1,500,40.64
1,500,27.94
1,501,99.06
1,501,8.89
1,501,44.45
1,501,63.5
1,501,50.8
1,501,27.94
1,501,53.975
1,501,7.62
1,501,7.62
1,501,40.64
1,501,22.86
1,501,40.64
1,501,46.355
1,501,33.02
1,501,7.62
1,501,7.62
1,501,7.62
1,501,40.64
1,501,33.02
1,501,55.88
1,501,45.72
1,501,53.975
1,501,7.62
1,501,7.62
1,501,10.16
1,501,99.06
1,501,27.94
1,501,7.62
1,501,24.13
1,501,33.02
1,502,46.355
1,502,10.16
1,502,35.56
1,502,19.05
1,502,27.94
1,502,46.355
1,502,8.89
1,502,40.64
1,502,50.8
1,502,81.28
1,502,15.24
1,502,10.16
1,502,33.02
1,502,99.06
1,502,44.45
1,502,35.56
1,502,40.64
1,502,10.16
1,502,27.94
1,502,7.62
1,502,10.16
1,502,81.28
1,502,35.56
1,502,24.13
1,502,99.06
1,502,7.62
1,502,30.48
1,502,40.64
1,502,40.64
1,502,35.56
1,503,7.62
1,503,53.975
1,503,24.13
1,503,33.02
1,503,10.16
1,503,81.28
1,503,10.16
1,503,44.45
1,503,7.62
1,503,44.45
1,503,10.16
1,503,30.48
1,503,45.72
1,503,7.62
1,503,7.62
1,503,40.64
1,503,81.28
1,503,40.64
1,503,19.05
1,503,10.16
1,503,27.94
1,503,35.56
1,503,33.02
1,503,19.05
1,503,40.64
1,503,7.62
1,503,40.64
1,503,7.62
1,503,27.94
1,503,10.16
1,504,15.24
1,504,10.16
1,504,35.56
1,504,30.48
1,504,15.24
1,504,7.62
1,504,45.72
1,504,63.5
1,504,55.88
1,504,10.16
1,504,7.62
1,504,46.355
1,504,99.06
1,504,10.16
1,504,10.16
1,504,55.88
1,504,33.02
1,504,53.975
1,504,8.89
1,504,55.88
1,504,7.62
1,504,15.24
1,504,7.62
1,504,24.13
1,504,81.28
1,504,35.56
1,504,35.56
1,504,99.06
1,504,7.62
1,504,45.72
1,505,35.56
1,505,53.975
1,505,99.06
1,505,24.13
1,505,10.16
1,505,53.975
1,505,40.64
1,505,33.02
1,505,81.28
1,505,7.62
1,505,35.56
1,505,40.64
1,505,63.5
1,505,50.8
1,505,50.8
1,505,7.62
1,505,27.94
1,505,53.975
1,505,24.13
1,505,10.16
1,505,10.16
1,505,35.56
1,505,10.16
1,505,10.16
1,505,81.28
1,505,33.02
1,505,7.62
1,505,19.05
1,505,53.975
1,505,10.16
1,506,7.62
1,506,10.16
1,506,44.45
1,506,55.88
1,506,7.62
1,506,35.56
1,506,55.88
1,506,33.02
1,506,40.64
